binary_classification_train_loss_history,binary_classification_val_loss_history,total_train_loss_history,total_val_loss_history
0.7579490528185852,0.6701700687408447,0.7579490528185852,0.6701700687408447
0.6989463526778473,0.7148952700875022,0.6989463526778473,0.7148952700875022
0.6747215857882343,0.7228445026265594,0.6747215857882343,0.7228445026265594
0.6688296928921653,0.7129003645537736,0.6688296928921653,0.7129003645537736
0.6604931206055698,0.7176333033032232,0.6604931206055698,0.7176333033032232
0.6538300138625922,0.7116604265131992,0.6538300138625922,0.7116604265131992
0.6537558100992047,0.7064725164745645,0.6537558100992047,0.7064725164745645
0.6503513475789058,0.7071213701667337,0.6503513475789058,0.7071213701667337
0.6465085256576668,0.7047332181429966,0.6465085256576668,0.7047332181429966
0.647608134943656,0.7026500387044696,0.647608134943656,0.7026500387044696
0.6467986805275028,0.7083614870395682,0.6467986805275028,0.7083614870395682
0.6464353388029902,0.7082994232575098,0.6464353388029902,0.7082994232575098
0.6455500592100193,0.7070781609990618,0.6455500592100193,0.7070781609990618
0.6452856318413365,0.7066106625412745,0.6452856318413365,0.7066106625412745
0.6444567211404252,0.7064291038554468,0.6444567211404252,0.7064291038554468
0.6493832464070668,0.7044742509916231,0.6493832464070668,0.7044742509916231
0.6485764143097957,0.7032909317267952,0.6485764143097957,0.7032909317267952
0.6476307884465143,0.7064889090573805,0.6476307884465143,0.7064889090573805
0.6474465494582288,0.7042833443626669,0.6474465494582288,0.7042833443626669
0.6471070925533374,0.7023939348466984,0.6471070925533374,0.7023939348466984
0.6463382371248909,0.7027792437030861,0.6463382371248909,0.7027792437030861
0.6456646248676259,0.7037194998761135,0.6456646248676259,0.7037194998761135
0.6464265140534458,0.7020901583938663,0.6464265140534458,0.7020901583938663
0.6454461945373716,0.7008250099949507,0.6454461945373716,0.7008250099949507
0.6451872168122004,0.6997995115100564,0.6451872168122004,0.6997995115100564
0.6445209177058447,0.7013833590082593,0.6445209177058447,0.7013833590082593
0.6440678357326821,0.7000533925793159,0.6440678357326821,0.7000533925793159
0.6398305683329701,0.7014748958355863,0.6398305683329701,0.7014748958355863
0.6385831074789167,0.7004636941445125,0.6385831074789167,0.7004636941445125
0.6383730684667825,0.7006442796229284,0.6383730684667825,0.7006442796229284
0.6384636506348849,0.7023815519586486,0.6384636506348849,0.7023815519586486
0.6376662020266056,0.701430988794362,0.6376662020266056,0.701430988794362
0.6387017401039601,0.7023855718288868,0.6387017401039601,0.7023855718288868
0.6384307388424874,0.7013309940559159,0.6384307388424874,0.7013309940559159
0.638057846826315,0.7027113577153997,0.638057846826315,0.7027113577153997
0.636874788197875,0.7045210203448845,0.636874788197875,0.7045210203448845
0.6357246121406556,0.7049107764814561,0.6357246121406556,0.7049107764814561
0.6323629565119744,0.7105978077770257,0.6323629565119744,0.7105978077770257
0.6295144096076488,0.727912812689434,0.6295144096076488,0.727912812689434
0.628435658017546,0.7337178246239079,0.628435658017546,0.7337178246239079
0.6213574013479054,0.7446808238886355,0.6213574013479054,0.7446808238886355
0.6164662501774728,0.7614754202937501,0.6164662501774728,0.7614754202937501
0.6060703431367874,0.7885129944241612,0.6060703431367874,0.7885129944241612
0.598845158052072,0.812020065410254,0.598845158052072,0.812020065410254
0.5869408301335759,0.8335344931220939,0.5869408301335759,0.8335344931220939
0.5763976585389115,0.8632436244685954,0.5763976585389115,0.8632436244685954
0.5625773000959307,0.8874211046941481,0.5625773000959307,0.8874211046941481
0.5497672885609791,0.907768338435386,0.5497672885609791,0.907768338435386
0.5350070313796401,0.9264960469751602,0.5350070313796401,0.9264960469751602
0.5202686431304785,0.967824933698534,0.5202686431304785,0.967824933698534
0.5024327852754388,0.9892106454621769,0.5024327852754388,0.9892106454621769
0.48614068884854206,1.0258567495919118,0.48614068884854206,1.0258567495919118
0.4667638819533633,1.0534727094507612,0.4667638819533633,1.0534727094507612
0.45113710979304744,1.0680754399179073,0.45113710979304744,1.0680754399179073
0.43246202050058635,1.0959452223642965,0.43246202050058635,1.0959452223642965
0.41642744075271765,1.1143196932028168,0.41642744075271765,1.1143196932028168
0.39524155352148227,1.1305886811413288,0.39524155352148227,1.1305886811413288
0.3770901147419703,1.1619622134540217,0.3770901147419703,1.1619622134540217
0.35522228456473676,1.1877355342934088,0.35522228456473676,1.1877355342934088
0.3357603913842584,1.223503215319483,0.3357603913842584,1.223503215319483
