intensity_train_loss_history,intensity_val_loss_history,perceptual_train_loss_history,perceptual_val_loss_history,reconstruction_train_loss_history,reconstruction_val_loss_history,total_train_loss_history,total_val_loss_history
0.2195235780775547,0.2201339721808702,3.7894036870002745,3.793590992560118,0.22823898300528525,0.23023947428315233,4.237166254043579,4.24396444502331
0.21424890942871572,0.21454509983073064,3.6916291902065277,3.714300935402577,0.22230458694696426,0.22407992680867514,4.128182689666748,4.152925968170166
0.21313807275402338,0.21258621182276574,3.676274368022146,3.683042069706222,0.22132629836294,0.2219099353187184,4.110738740942,4.11753821545005
0.2109342162654806,0.21260812883446742,3.640328441903997,3.6761222135969054,0.21892229276097547,0.2220549751798828,4.07018495295349,4.110785313240894
0.20997267015837756,0.21241027229018025,3.616294501216602,3.6679280012716977,0.21753576070797154,0.22127743714299553,4.043802934534409,4.101615707389204
0.20957962268541758,0.21245864336882836,3.611918438912312,3.6597252915603944,0.21727897771775012,0.22044278495282493,4.038777041173003,4.092626714947248
0.20872691789285003,0.21209834322526858,3.596103495843903,3.652166904014205,0.21634690569662318,0.21982572801369682,4.021177322361382,4.08409097110628
0.20782345921119605,0.21155220599949875,3.581620232404065,3.6499130102721127,0.2154449375122692,0.2195702459243856,4.004888634349024,4.081035458164298
0.20776816237839654,0.21090111796560054,3.5807417424636405,3.645281494667233,0.21539160738543492,0.21900359505698794,4.003901517103471,4.075186203625869
0.20729770651790655,0.21051512630857946,3.5710853364465724,3.6403380257742746,0.21480850557844297,0.21858439343574243,3.9931915526740154,4.069437542209378
0.20685376218881257,0.21012269878237325,3.5644216505671564,3.635302506577823,0.21440818146648827,0.21830857044033813,3.9856835986757178,4.063733772047389
0.20679158850903362,0.21005279142920244,3.562839023133793,3.630354450894641,0.21432953227164547,0.21792027842882392,3.9839601480665827,4.058327517038128
0.20648220063824402,0.2099509890471305,3.5578268924728036,3.626454110070939,0.21402586634442405,0.21761698010084513,3.978334962733482,4.054022076842073
0.20481930340230464,0.20990449866543748,3.5299604620456697,3.6221188292063973,0.21229226318001748,0.21727147250077425,3.9470720312595367,4.049294798700029
0.20468816669881343,0.2097232034454098,3.527133315563202,3.6195019748819854,0.2121173320800066,0.21713205683454978,3.943938816547394,4.0463572336309745
